"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2014","750","Polk County Schools","        45","        19","        65","*","*","        27","       159"
"2014","760","Randolph County Schools","       251","       106","       594","*","        22","       173","     1,147"
"2014","761","Asheboro City Schools","        75","        32","       103","*","*","        50","       265"
"2014","770","Richmond County Schools","       170","        46","       197","*","        11","        73","       499"
"2014","780","Robeson County Schools","       465","        80","       529","        16","*","       396","     1,488"
"2014","790","Rockingham County Schools","       250","        81","       407","*","*","       138","       880"
"2014","800","Rowan-Salisbury Schools","       358","       181","       482","*","        29","       235","     1,286"
"2014","810","Rutherford County Schools","       109","        36","       398","-","*","        65","       612"
"2014","81A","Thomas Jefferson Class Academy","        31","        24","         6","-","-","-","        61"
"2014","820","Sampson County Schools","       102","        82","       256","         5","         6","       137","       588"
"2014","821","Clinton City Schools","        51","        19","        72","-","-","        30","       172"
"2014","830","Scotland County Schools","       119","        30","       140","*","         5","        91","       387"
"2014","840","Stanly County Schools","       103","        46","       256","*","        15","       130","       552"
"2014","84B","Gray Stone Day","        54","        22","         9","*","*","-","        87"
"2014","850","Stokes County Schools","       122","        39","       236","*","*","        90","       493"
"2014","860","Surry County Schools","        85","        43","       329","-","-","       117","       574"
"2014","861","Elkin City Schools","        21","         8","        39","-","-","        14","        82"
"2014","862","Mount Airy City Schools","        31","        17","        55","-","-","        25","       128"
"2014","870","Swain County Schools","        28","         9","        59","-","-","        26","       122"
"2014","880","Transylvania County Schools","        53","        47","        98","*","*","        43","       247"
